"filename", "language", "XML", "Swift", "C++", "JSON", "HTML", "Dart", "Markdown", "YAML", "Gradle", "Java Properties", "comment", "blank", "total"
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\web\index.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 16, 6, 60
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\flutter_window.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\USER\VS_CodeProjects_Flutter\flutter My application\abu_hashem_fashion\windows\runner\win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 559, 64, 554, 311, 38, 4331, 13, 53, 94, 8, 1179, 852, 8056
